06-Jun-2017 16:32:17	SIMULATED	99	2	2.7	0.3
06-Jun-2017 16:37:17	SIMULATED	99	2	9.8	0.5
06-Jun-2017 16:42:17	SIMULATED	99	2	11.1	0.5
06-Jun-2017 16:47:17	SIMULATED	99	2	10.4	0.5
06-Jun-2017 16:52:17	SIMULATED	99	2	10.8	0.5
06-Jun-2017 16:57:18	SIMULATED	99	2	10.6	0.5
06-Jun-2017 17:02:18	SIMULATED	99	2	10.7	0.5
06-Jun-2017 17:07:18	SIMULATED	99	2	9.4	0.5
06-Jun-2017 17:12:18	SIMULATED	99	2	10.9	0.5
06-Jun-2017 17:17:18	SIMULATED	99	2	9.8	0.5
06-Jun-2017 17:22:18	SIMULATED	99	2	10.4	0.5
06-Jun-2017 17:27:18	SIMULATED	99	2	11.2	0.5
06-Jun-2017 17:32:18	SIMULATED	99	2	10.3	0.5
06-Jun-2017 17:37:19	SIMULATED	99	2	10.7	0.5
06-Jun-2017 17:42:19	SIMULATED	99	2	10.3	0.5
06-Jun-2017 17:47:19	SIMULATED	99	2	10.5	0.5
06-Jun-2017 17:52:19	SIMULATED	99	2	10.2	0.5
06-Jun-2017 17:57:19	SIMULATED	99	2	9.9	0.5
06-Jun-2017 18:02:19	SIMULATED	99	2	10.0	0.5
06-Jun-2017 18:07:19	SIMULATED	99	2	10.1	0.5
06-Jun-2017 18:12:20	SIMULATED	99	2	9.6	0.5
06-Jun-2017 18:17:20	SIMULATED	99	2	10.2	0.5
06-Jun-2017 18:22:20	SIMULATED	99	2	10.2	0.5
06-Jun-2017 18:27:20	SIMULATED	99	2	11.1	0.5
06-Jun-2017 18:32:20	SIMULATED	99	2	10.6	0.5
06-Jun-2017 18:37:20	SIMULATED	99	2	10.0	0.5
06-Jun-2017 18:42:20	SIMULATED	99	2	9.6	0.5
06-Jun-2017 18:47:21	SIMULATED	99	2	9.0	0.5
06-Jun-2017 18:52:21	SIMULATED	99	2	10.2	0.5
06-Jun-2017 18:57:21	SIMULATED	99	2	9.4	0.5
06-Jun-2017 19:02:21	SIMULATED	99	2	9.3	0.5
06-Jun-2017 19:07:21	SIMULATED	99	2	9.0	0.5
06-Jun-2017 19:12:21	SIMULATED	99	2	8.9	0.5
06-Jun-2017 19:17:21	SIMULATED	99	2	8.5	0.5
06-Jun-2017 19:22:21	SIMULATED	99	2	8.9	0.5
06-Jun-2017 19:27:22	SIMULATED	99	2	9.4	0.5
06-Jun-2017 19:32:22	SIMULATED	99	2	9.6	0.5
06-Jun-2017 19:37:22	SIMULATED	99	2	9.4	0.5
06-Jun-2017 19:42:22	SIMULATED	99	2	8.8	0.5
06-Jun-2017 19:47:22	SIMULATED	99	2	8.7	0.5
06-Jun-2017 19:52:22	SIMULATED	99	2	7.9	0.5
06-Jun-2017 19:57:22	SIMULATED	99	2	8.4	0.5
06-Jun-2017 20:02:23	SIMULATED	99	2	8.4	0.5
06-Jun-2017 20:07:23	SIMULATED	99	2	7.4	0.5
06-Jun-2017 20:12:23	SIMULATED	99	2	7.8	0.5
06-Jun-2017 20:17:23	SIMULATED	99	2	6.7	0.5
06-Jun-2017 20:22:23	SIMULATED	99	2	7.7	0.5
06-Jun-2017 20:27:23	SIMULATED	99	2	6.8	0.5
06-Jun-2017 20:32:23	SIMULATED	99	2	7.5	0.5
06-Jun-2017 20:37:23	SIMULATED	99	2	8.5	0.5
06-Jun-2017 20:42:24	SIMULATED	99	2	7.1	0.5
06-Jun-2017 20:47:24	SIMULATED	99	2	7.6	0.5
06-Jun-2017 20:52:24	SIMULATED	99	2	7.3	0.5
06-Jun-2017 20:57:24	SIMULATED	99	2	7.6	0.5
06-Jun-2017 21:02:24	SIMULATED	99	2	8.0	0.5
06-Jun-2017 21:07:24	SIMULATED	99	2	7.5	0.5
06-Jun-2017 21:12:24	SIMULATED	99	2	8.0	0.5
06-Jun-2017 21:17:24	SIMULATED	99	2	7.1	0.5
